624,329,723,407,585,419,,,566,562,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
624.0,323.0,724.0,408.0,581.0,418.0,703.0,531.0,564.0,562.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
625.0,315.0,724.0,406.0,578.0,414.0,699.0,529.0,562.0,559.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
625.0,306.0,719.0,405.0,580.0,410.0,697.0,528.0,562.0,556.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
625.0,295.0,716.0,403.0,581.0,405.0,694.0,526.0,562.0,553.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
627.0,286.0,713.0,402.0,579.0,401.0,693.0,522.0,561.0,551.0,265.12567138671875,265.12567138671875,29.403404235839844,29.403404235839844
625.0,276.0,707.0,401.0,575.0,398.0,689.0,519.0,560.0,549.0,262.6444091796875,262.6444091796875,33.79293441772461,33.79293441772461
624.0,271.0,702.0,402.0,574.0,396.0,685.0,516.0,558.0,549.0,257.8572692871094,257.8572692871094,42.26190948486328,42.26190948486328
622.0,265.0,693.0,404.0,573.0,396.0,680.0,515.0,557.0,547.0,251.0085906982422,251.0085906982422,54.37799835205078,54.37799835205078
621.0,263.0,687.0,407.0,572.0,397.0,676.0,513.0,556.0,546.0,242.96475219726562,242.96475219726562,68.6084213256836,68.6084213256836
619.0,261.0,680.0,411.0,572.0,402.0,672.0,514.0,554.0,547.0,233.76068115234375,233.76068115234375,84.89144134521484,84.89144134521484
618.0,264.0,674.0,417.0,569.0,408.0,667.0,513.0,550.0,547.0,222.7895965576172,222.7895965576172,104.30047607421875,104.30047607421875
616.0,266.0,670.0,420.0,566.0,411.0,664.0,514.0,549.0,547.0,212.0960693359375,212.0960693359375,123.21846008300781,123.21846008300781
612.0,268.0,668.0,423.0,562.0,414.0,661.0,515.0,545.0,548.0,201.51463317871094,201.51463317871094,141.93821716308594,141.93821716308594
626.0,283.0,663.0,426.0,557.0,418.0,658.0,518.0,541.0,549.0,194.0074005126953,194.0074005126953,155.2193603515625,155.2193603515625
605.0,278.0,658.0,428.0,553.0,420.0,654.0,519.0,537.0,550.0,187.77061462402344,187.77061462402344,166.25291442871094,166.25291442871094
599.0,280.0,654.0,430.0,548.0,422.0,651.0,519.0,534.0,552.0,182.875732421875,182.875732421875,174.91250610351562,174.91250610351562
597.0,282.0,652.0,432.0,545.0,423.0,649.0,519.0,532.0,552.0,180.04794311523438,180.04794311523438,179.91513061523438,179.91513061523438
612.0,284.0,651.0,431.0,543.0,424.0,648.0,519.0,531.0,551.0,180.0,180.0,180.0,180.0
596.0,283.0,651.0,431.0,545.0,422.0,649.0,518.0,531.0,551.0,180.0,180.0,180.0,180.0
597.0,281.0,653.0,431.0,546.0,421.0,650.0,517.0,532.0,550.0,180.0,180.0,180.0,180.0
596.0,281.0,652.0,431.0,546.0,422.0,650.0,518.0,533.0,550.0,180.0,180.0,180.0,180.0
595.0,282.0,653.0,430.0,545.0,423.0,650.0,518.0,531.0,552.0,180.0,180.0,180.0,180.0
596.0,283.0,652.0,430.0,545.0,423.0,650.0,519.0,532.0,552.0,180.0,180.0,180.0,180.0
594.0,282.0,651.0,431.0,544.0,424.0,649.0,519.0,532.0,552.0,180.0,180.0,180.0,180.0
594.0,283.0,652.0,432.0,544.0,424.0,649.0,520.0,531.0,553.0,180.0,180.0,180.0,180.0
595.0,283.0,651.0,431.0,544.0,425.0,648.0,520.0,531.0,555.0,180.0,180.0,180.0,180.0
594.0,284.0,651.0,432.0,544.0,425.0,648.0,520.0,530.0,555.0,180.0,180.0,180.0,180.0
594.0,284.0,651.0,432.0,544.0,425.0,648.0,520.0,530.0,555.0,180.0,180.0,180.0,180.0
596.0,283.0,651.0,432.0,544.0,425.0,648.0,520.0,531.0,554.0,180.0,180.0,180.0,180.0
595.0,283.0,651.0,433.0,544.0,425.0,648.0,521.0,530.0,555.0,180.0,180.0,180.0,180.0
595.0,284.0,652.0,432.0,544.0,426.0,648.0,520.0,530.0,555.0,180.0,180.0,180.0,180.0
595.0,283.0,651.0,432.0,544.0,425.0,648.0,520.0,531.0,555.0,180.0,180.0,180.0,180.0
594.0,283.0,650.0,432.0,545.0,425.0,648.0,521.0,531.0,555.0,180.0,180.0,180.0,180.0
595.0,284.0,651.0,431.0,544.0,425.0,648.0,521.0,531.0,556.0,180.0,180.0,180.0,180.0
596.0,281.0,653.0,429.0,546.0,422.0,649.0,521.0,530.0,558.0,180.0382080078125,180.0382080078125,179.932373046875,179.932373046875
596.0,279.0,655.0,429.0,545.0,419.0,650.0,522.0,530.0,559.0,182.01531982421875,182.01531982421875,176.43463134765625,176.43463134765625
596.0,277.0,660.0,424.0,544.0,414.0,652.0,523.0,530.0,561.0,186.48158264160156,186.48158264160156,168.53335571289062,168.53335571289062
596.0,276.0,665.0,419.0,544.0,410.0,655.0,524.0,532.0,561.0,194.2810516357422,194.2810516357422,154.73521423339844,154.73521423339844
593.0,280.0,672.0,412.0,545.0,406.0,661.0,524.0,535.0,562.0,204.43621826171875,204.43621826171875,136.76959228515625,136.76959228515625
591.0,283.0,675.0,411.0,543.0,405.0,663.0,525.0,536.0,563.0,213.5750732421875,213.5750732421875,120.60200500488281,120.60200500488281
590.0,288.0,680.0,406.0,544.0,402.0,667.0,524.0,538.0,563.0,225.4922637939453,225.4922637939453,99.5191879272461,99.5191879272461
593.0,296.0,684.0,403.0,549.0,402.0,671.0,525.0,542.0,563.0,236.4699249267578,236.4699249267578,80.09857940673828,80.09857940673828
592.0,302.0,688.0,403.0,552.0,404.0,675.0,526.0,544.0,565.0,246.34579467773438,246.34579467773438,62.62704849243164,62.62704849243164
594.0,305.0,689.0,403.0,552.0,406.0,675.0,527.0,545.0,565.0,254.53875732421875,254.53875732421875,48.132747650146484,48.132747650146484
595.0,311.0,692.0,403.0,556.0,408.0,679.0,529.0,547.0,566.0,261.359375,261.359375,36.06637954711914,36.06637954711914
597.0,316.0,695.0,405.0,559.0,411.0,681.0,530.0,548.0,568.0,264.63714599609375,264.63714599609375,30.267662048339844,30.267662048339844
598.0,320.0,698.0,407.0,561.0,414.0,682.0,534.0,550.0,570.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
600.0,325.0,700.0,409.0,562.0,417.0,684.0,535.0,551.0,572.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
602.0,329.0,702.0,411.0,563.0,421.0,686.0,536.0,550.0,574.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
603.0,333.0,704.0,413.0,564.0,424.0,687.0,537.0,551.0,576.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
603.0,336.0,704.0,413.0,565.0,425.0,687.0,540.0,551.0,579.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
605.0,338.0,705.0,415.0,565.0,426.0,689.0,541.0,551.0,579.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
605.0,336.0,703.0,414.0,562.0,426.0,686.0,540.0,549.0,578.0,265.12701416015625,265.12701416015625,29.4010009765625,29.4010009765625
